[prep_with, combination, prep_in]	774	(il-11,il-13)	7	1.0
[amod, antagonists, appos]	89	(propranolol,beta2)	8	1.0
[appos, antagonist, amod]	201	(propranolol,beta2)	8	1.0
[prep_with, blockade, amod]	311	(propranolol,beta2)	8	1.0
[agent, induced, partmod, activation, amod]	756	(isoflurane,caspase-3)	9	1.0
[prep_on, activation, amod]	1173	(isoflurane,caspase-3)	9	1.0
[nsubj, had, dobj, effect, prep_on, activity, amod]	22	(indomethacin,phospholipase)	10	1.0
[nsubj, inhibitor, prep_of, activity, amod]	95	(indomethacin,phospholipase)	10	1.0
[nsubj, inhibited, ccomp]	112	(indomethacin,phospholipase)	10	1.0
[nsubj, inhibited, dobj, activity, amod]	611	(indomethacin,phospholipase)	10	1.0
[nsubj, inhibited, dobj]	636	(indomethacin,phospholipase)	10	1.0
[appos, inhibitor, amod]	647	(indomethacin,phospholipase)	10	1.0
[appos, inhibitor, prep_of, activity, amod]	780	(indomethacin,phospholipase)	10	1.0
[agent, inhibited, nsubjpass, activity, nn]	785	(indomethacin,phospholipase)	10	1.0
[amod, receptors, appos]	673	(anti-il-2,cd25)	11	1.0
[nsubjpass, metabolised, agent]	259	(zuclopenthixol,cyp2d6)	12	1.0
[agent, induced, nsubjpass, expression, amod]	68	(doxycycline,smad7)	13	1.0
[nn, beta, dep]	25	(il-2,il-1)	14	1.0
[appos, ngf, appos]	38	(il-2,il-1)	14	1.0
[appos, beta, appos, beta, nn]	368	(il-2,il-1)	14	1.0
[appos, factor, nn]	375	(il-2,il-1)	14	1.0
[dep, alpha, dep]	385	(il-2,il-1)	14	1.0
[prep_with, synergized, nsubj]	431	(il-2,il-1)	14	1.0
[prep_of, expression, amod]	474	(il-2,il-1)	14	1.0
[appos, csf, nn]	511	(il-2,il-1)	14	1.0
[appos, interleukin, appos]	622	(il-2,il-1)	14	1.0
[amod, alpha, dep]	625	(il-2,il-1)	14	1.0
[appos, tnf, appos]	634	(il-2,il-1)	14	1.0
[nn, cells, nn]	664	(il-2,il-1)	14	1.0
[prep_with, synergizes, nsubj]	712	(il-2,il-1)	14	1.0
[nn, production, nn]	716	(il-2,il-1)	14	1.0
[prep_with, combination, prep_in]	774	(il-2,il-1)	14	1.0
[dep, beta, nn]	793	(il-2,il-1)	14	1.0
[appos, beta, nn]	913	(il-2,il-1)	14	1.0
[pobj, with, dep, with, pobj]	958	(il-2,il-1)	14	1.0
[nn, receptors, nn]	959	(il-2,il-1)	14	1.0
[appos, beta, appos]	961	(il-2,il-1)	14	1.0
[appos, alpha, nn]	971	(il-2,il-1)	14	1.0
[agent, followed, partmod]	985	(il-2,il-1)	14	1.0
[nn, treatment, nn]	1017	(il-2,il-1)	14	1.0
[appos, antagonist, nn]	1025	(il-2,il-1)	14	1.0
[appos, production, nn]	1073	(il-2,il-1)	14	1.0
[nn, expression, amod]	1098	(il-2,il-1)	14	1.0
[nn, receptor, nn]	1104	(il-2,il-1)	14	1.0
[pobj, to, dep, to, pobj]	1125	(il-2,il-1)	14	1.0
[pobj, by, dep, by, pobj]	1153	(il-2,il-1)	14	1.0
[nn, levels, nn]	1160	(il-2,il-1)	14	1.0
[nn, therapy, nn]	1174	(il-2,il-1)	14	1.0
[appos, antagonist, amod]	201	(corticosteroids,leukotriene)	15	1.0
[appos, antagonists, amod]	921	(corticosteroids,leukotriene)	15	1.0
[nsubjpass, associated, prep_with]	328	(gliclazide,niddm)	16	1.0
[prep_in, patients, prep_with]	732	(tolbutamide,niddm)	17	1.0
[appos, inhibitor, nn]	333	(dipyridamole,pde5)	18	1.0
[appos, inhibitors, num]	361	(dipyridamole,pde5)	18	1.0
[amod, inhibitors, num]	603	(dipyridamole,pde5)	18	1.0
[prep_as, inhibitor, amod]	39	(geldanamycin,hsp90)	19	1.0
[prep_such_as, inhibitors, nn]	49	(geldanamycin,hsp90)	19	1.0
[prep_with, inhibited, nsubjpass]	51	(geldanamycin,hsp90)	19	1.0
[prep_like, inhibitors, amod]	85	(geldanamycin,hsp90)	19	1.0
[dobj, inhibitors, nsubj]	109	(geldanamycin,hsp90)	19	1.0
[dep, inhibitors, prep_of]	195	(geldanamycin,hsp90)	19	1.0
[appos, antagonist, amod]	201	(geldanamycin,hsp90)	19	1.0
[amod, protein, appos]	229	(geldanamycin,hsp90)	19	1.0
[dep, inhibitor, prep_of]	244	(geldanamycin,hsp90)	19	1.0
[amod, inhibition, prep_of]	248	(geldanamycin,hsp90)	19	1.0
[dobj, using, nsubj]	284	(geldanamycin,hsp90)	19	1.0
[appos, inhibitors, prep_of]	290	(geldanamycin,hsp90)	19	1.0
[prep_with, cells, prep_of, treatment, appos, inhibitor, prep_of]	304	(geldanamycin,hsp90)	19	1.0
[appos, inhibitor, nn]	333	(geldanamycin,hsp90)	19	1.0
[appos, inhibitor, prep_of]	343	(geldanamycin,hsp90)	19	1.0
[appos, inhibitors, nn]	348	(geldanamycin,hsp90)	19	1.0
[appos, inhibitors, num]	361	(geldanamycin,hsp90)	19	1.0
[nsubj, inhibitor, prep_of]	434	(geldanamycin,hsp90)	19	1.0
[prep_such_as, inhibitors, prep_of]	486	(geldanamycin,hsp90)	19	1.0
[appos, blocker, prep_of]	508	(geldanamycin,hsp90)	19	1.0
[nsubj, inhibits, dobj]	576	(geldanamycin,hsp90)	19	1.0
[nsubj, inhibitor, nn]	599	(geldanamycin,hsp90)	19	1.0
[amod, inhibitors, num]	603	(geldanamycin,hsp90)	19	1.0
[appos, inhibitor, amod]	647	(geldanamycin,hsp90)	19	1.0
[prep_of, binding, prep_to]	661	(geldanamycin,hsp90)	19	1.0
[dobj, using, partmod]	667	(geldanamycin,hsp90)	19	1.0
[nsubj, binds, dobj]	708	(geldanamycin,hsp90)	19	1.0
[prep_with, inhibition, amod]	719	(geldanamycin,hsp90)	19	1.0
[prep_such_as, inhibitors, num]	731	(geldanamycin,hsp90)	19	1.0
[nn, a, amod]	762	(geldanamycin,hsp90)	19	1.0
[appos, inhibitor, prep_of, activity, amod]	780	(geldanamycin,hsp90)	19	1.0
[dep, inhibition, prep_of]	789	(geldanamycin,hsp90)	19	1.0
[amod, inhibitors, amod]	818	(geldanamycin,hsp90)	19	1.0
[rcmod, inhibitor, prep_of]	826	(geldanamycin,hsp90)	19	1.0
[dep, inhibitor, amod]	870	(geldanamycin,hsp90)	19	1.0
[appos, inhibitors, amod]	888	(geldanamycin,hsp90)	19	1.0
[nsubj, decreased, dobj, phosphorylation, prep_of]	912	(geldanamycin,hsp90)	19	1.0
[prep_by, inhibited, nsubj]	916	(geldanamycin,hsp90)	19	1.0
[prep_of, target, appos]	932	(geldanamycin,hsp90)	19	1.0
[prep_by, inhibition, amod]	948	(geldanamycin,hsp90)	19	1.0
[appos, protein, appos]	968	(geldanamycin,hsp90)	19	1.0
[nsubj, binds, prep_to]	982	(geldanamycin,hsp90)	19	1.0
[nsubj, interacts, prep_with]	1059	(geldanamycin,hsp90)	19	1.0
[amod, selective, dep]	1115	(geldanamycin,hsp90)	19	1.0
[prep_including, inhibitors, amod]	1122	(geldanamycin,hsp90)	19	1.0
[appos, inhibitor, num]	1123	(geldanamycin,hsp90)	19	1.0
[agent, inhibition, partmod]	1133	(geldanamycin,hsp90)	19	1.0
[prep_by, inhibition, prep_of]	1140	(geldanamycin,hsp90)	19	1.0
[nsubj, inhibitor, amod]	1158	(geldanamycin,hsp90)	19	1.0
[nsubj, inhibits, dobj, activity, prep_of]	1165	(geldanamycin,hsp90)	19	1.0
[prep_with, activity, amod]	1168	(geldanamycin,hsp90)	19	1.0
[prep_by, activity, amod]	1187	(geldanamycin,hsp90)	19	1.0
[appos, antagonist, prep_of]	1203	(geldanamycin,hsp90)	19	1.0
[nsubj, enhanced, dobj, expression, prep_of]	476	(melatonin,bcl-2)	20	1.0
[amod, expression, nn]	572	(melatonin,bcl-2)	20	1.0
[amod, genes, amod]	1045	(melatonin,bcl-2)	20	1.0
[prep_by, inactivation, nn]	227	(carbamates,faah)	21	1.0
[nsubj, inhibit, dobj]	298	(carbamates,faah)	21	1.0
[prep_than, potent, nsubj]	0	(pge2,pgd2)	22	1.0
[dep, alpha, dep]	385	(pge2,pgd2)	22	1.0
[appos, alpha, appos]	430	(pge2,pgd2)	22	1.0
[nn, alpha, appos]	514	(pge2,pgd2)	22	1.0
[prep_to, reduced, nsubj]	833	(pge2,pgd2)	22	1.0
[partmod, followed, agent]	964	(pge2,pgd2)	22	1.0
[appos, alpha, nn]	971	(pge2,pgd2)	22	1.0
[nn, alpha, dep]	1084	(pge2,pgd2)	22	1.0
[nsubj, inhibited, dobj]	636	(losartan,urat1)	23	1.0
[nsubj, decreased, dobj, expression, nn]	369	(aldosterone,bmp-6)	24	1.0
[dep, factor, dep]	240	(gm-csf,il-13)	25	1.0
[nn, expression, nn]	374	(gm-csf,il-13)	25	1.0
[appos, factor, dep]	419	(gm-csf,il-13)	25	1.0
[amod, alpha, dep]	625	(gm-csf,il-13)	25	1.0
[appos, factor, appos]	1094	(gm-csf,il-13)	25	1.0
[nn, synthase, appos]	1230	(prostacyclin,cox-1)	26	1.0
[appos, inhibitor, nn]	333	(astemizole,cyp2j2)	27	1.0
[dobj, inhibitors, nsubj]	109	(prostacyclin,cox-2)	28	1.0
[nsubj, induces, dobj, expression, nn]	261	(prostacyclin,cox-2)	28	1.0
[nn, receptor, appos]	1211	(prostacyclin,cox-2)	28	1.0
[dep, factor, dep]	240	(gm-csf,il-15)	29	1.0
[prep_with, combination, prep_in]	774	(gm-csf,il-15)	29	1.0
[appos, factor, amod]	1192	(gm-csf,il-15)	29	1.0
[nsubj, inhibit, dobj, activity, prep_of]	437	(amiloride,kallikrein)	30	1.0
[rcmod, inhibits, acomp]	460	(amiloride,kallikrein)	30	1.0
[agent, inhibited, nsubjpass, activity, prep_of]	1099	(amiloride,kallikrein)	30	1.0
[nsubj, inhibit, dobj, activity, amod]	123	(diphenhydramine,cyp2d6)	31	1.0
[prep_on, activity, prep_of]	442	(diphenhydramine,cyp2d6)	31	1.0
[nsubj, inhibited, dobj]	636	(diphenhydramine,cyp2d6)	31	1.0
[nsubj, substrate, amod]	1163	(diphenhydramine,cyp2d6)	31	1.0
[dep, factor, dep]	240	(gm-csf,il-10)	32	1.0
[nsubj, induces, dobj, expression, nn]	261	(gm-csf,il-10)	32	1.0
[appos, factor, dep]	419	(gm-csf,il-10)	32	1.0
[appos, levels, amod]	490	(gm-csf,il-10)	32	1.0
[amod, levels, prep_of]	607	(gm-csf,il-10)	32	1.0
[amod, alpha, dep]	625	(gm-csf,il-10)	32	1.0
[prep_with, associated, nsubjpass]	877	(gm-csf,il-10)	32	1.0
[appos, viii, appos]	1096	(gm-csf,il-10)	32	1.0
[appos, factor, amod]	1192	(gm-csf,il-10)	32	1.0
[prep_on, levels, nn]	133	(valsartan,adiponectin)	33	1.0
[amod, levels, nn]	46	(forskolin,sf-1)	34	1.0
[nsubj, increased, dobj, expression, prep_of]	359	(forskolin,sf-1)	34	1.0
[appos, scf, appos]	524	(gm-csf,il-11)	35	1.0
[appos, genes, amod]	1171	(gm-csf,il-11)	35	1.0
[amod, genes, appos]	423	(il-11,gm-csf)	36	1.0
[appos, scf, appos]	524	(il-11,gm-csf)	36	1.0
[prep_of, toxicities, appos]	905	(capecitabine,dlts)	37	1.0
[amod, antagonists, appos]	89	(pranlukast,cyslt1)	38	1.0
[appos, antagonist, appos]	94	(pranlukast,cyslt1)	38	1.0
[appos, antagonist, amod]	201	(pranlukast,cyslt1)	38	1.0
[amod, antagonists, amod]	271	(pranlukast,cyslt1)	38	1.0
[appos, antibody, partmod, directed, prep_against]	16	(cetuximab,egfr)	39	1.0
[nsubj, antibody, partmod, directed, prep_against]	82	(cetuximab,egfr)	39	1.0
[nsubj, receptor, appos]	96	(cetuximab,egfr)	39	1.0
[appos, blocker, amod]	126	(cetuximab,egfr)	39	1.0
[amod, inhibitors, appos]	142	(cetuximab,egfr)	39	1.0
[rcmod, binds, prep_to]	154	(cetuximab,egfr)	39	1.0
[appos, inhibitor, prep_of, receptor, appos]	213	(cetuximab,egfr)	39	1.0
[amod, receptor, appos]	247	(cetuximab,egfr)	39	1.0
[amod, binds, prep_to]	296	(cetuximab,egfr)	39	1.0
[prep_with, blockade, amod]	311	(cetuximab,egfr)	39	1.0
[appos, inhibitor, nn]	333	(cetuximab,egfr)	39	1.0
[appos, receptor, appos]	413	(cetuximab,egfr)	39	1.0
[dep, antibody, prep_against]	420	(cetuximab,egfr)	39	1.0
[agent, signaling, partmod]	482	(cetuximab,egfr)	39	1.0
[nsubj, antibody, amod]	503	(cetuximab,egfr)	39	1.0
[appos, antibody, amod]	512	(cetuximab,egfr)	39	1.0
[nsubj, antibody, partmod, targeted, prep_against]	612	(cetuximab,egfr)	39	1.0
[appos, antibody, prep_to]	630	(cetuximab,egfr)	39	1.0
[nsubj, inhibited, dobj]	636	(cetuximab,egfr)	39	1.0
[appos, inhibitor, amod]	647	(cetuximab,egfr)	39	1.0
[appos, antibody, partmod, targeting, dobj]	692	(cetuximab,egfr)	39	1.0
[dep, receptor, appos]	714	(cetuximab,egfr)	39	1.0
[nsubj, antibody, appos]	790	(cetuximab,egfr)	39	1.0
[amod, inhibitors, amod]	818	(cetuximab,egfr)	39	1.0
[prep_such_as, inhibitors, amod]	838	(cetuximab,egfr)	39	1.0
[amod, inhibitor, amod]	848	(cetuximab,egfr)	39	1.0
[nsubj, blocked, dobj, activation, prep_of]	854	(cetuximab,egfr)	39	1.0
[nsubj, antibody, rcmod, binds, prep_to]	873	(cetuximab,egfr)	39	1.0
[appos, antibody, prep_against]	876	(cetuximab,egfr)	39	1.0
[appos, inhibitors, amod]	888	(cetuximab,egfr)	39	1.0
[rcmod, targets, dobj]	889	(cetuximab,egfr)	39	1.0
[prep_by, inhibition, amod]	948	(cetuximab,egfr)	39	1.0
[prep_with, inhibition, nn]	953	(cetuximab,egfr)	39	1.0
[appos, antibody, nn]	962	(cetuximab,egfr)	39	1.0
[agent, blocked, nsubjpass]	965	(cetuximab,egfr)	39	1.0
[nsubj, antibody, prep_against]	972	(cetuximab,egfr)	39	1.0
[nsubj, binds, prep_to]	982	(cetuximab,egfr)	39	1.0
[prep_with, receptor, appos]	998	(cetuximab,egfr)	39	1.0
[nsubj, antibody, rcmod, targets, dobj]	1032	(cetuximab,egfr)	39	1.0
[nsubj, inhibited, dobj, activation, prep_of]	1139	(cetuximab,egfr)	39	1.0
[dep, inhibitors, amod]	1149	(cetuximab,egfr)	39	1.0
[nsubj, inhibited, dobj, autophosphorylation, prep_of]	1183	(cetuximab,egfr)	39	1.0
[nsubj, antibody, partmod, targeting, dobj]	1222	(cetuximab,egfr)	39	1.0
[dep, factor, dep]	240	(gm-csf,il-18)	40	1.0
[appos, factor, dep]	419	(gm-csf,il-18)	40	1.0
[nsubj, increased, dobj, secretion, amod]	394	(cysteamine,gastrin)	41	1.0
[nsubj, increased, dobj, release, nn]	483	(cysteamine,gastrin)	41	1.0
[amod, group, prep_in, increased, nsubj]	1031	(cysteamine,gastrin)	41	1.0
[amod, gene, appos]	48	(nadh,nad1)	42	1.0
[nn, dehydrogenase, appos]	177	(nadh,nad1)	42	1.0
[nn, dehydrogenase, appos]	177	(nadh,nad3)	43	1.0
[nn, gene, nn]	784	(nadh,nad3)	43	1.0
[nsubj, increased, dobj, expression, prep_of]	359	(telmisartan,abca1)	44	1.0
[nsubj, increased, dobj, levels, nn]	834	(telmisartan,abca1)	44	1.0
[nsubj, increased, dobj, expression, amod]	198	(abciximab,p-selectin)	45	1.0
[nsubj, inhibited, dobj, expression, prep_of]	695	(capsaicin,ppargamma)	46	1.0
[amod, protein, appos]	229	(mitoxantrone,abcg2)	47	1.0
[appos, substrate, nn]	356	(mitoxantrone,abcg2)	47	1.0
[amod, protein, dep]	769	(mitoxantrone,abcg2)	47	1.0
[appos, substrate, amod]	1023	(mitoxantrone,abcg2)	47	1.0
[nn, dehydrogenase, appos]	177	(nadh,nad4)	48	1.0
[nn, gene, appos]	371	(nadh,nad4)	48	1.0
[amod, i, appos]	518	(nadh,nad4)	48	1.0
[nsubj, had, dobj, effect, prep_on, levels, amod]	534	(vinblastine,mdr1)	49	1.0
[appos, substrate, prep_of]	819	(vinblastine,mdr1)	49	1.0
[amod, phenytoin, amod, losartan, prep_including, drugs, dobj, metabolizes, nsubj]	70	(glyburide,cyp2c9)	50	1.0
[nsubj, showed, prep_on]	377	(glyburide,cyp2c9)	50	1.0
[amod, synthase, appos]	429	(pgi2,pgis)	51	1.0
[nn, synthase, appos]	1230	(pgi2,pgis)	51	1.0
[amod, synthase, appos]	429	(pge2,pges)	52	1.0
[appos, activity, nn]	560	(pge2,pges)	52	1.0
[prep_of, activity, amod]	79	(pitavastatin,nf-kappab)	53	1.0
[nsubj, decreased, dobj, activity, prep_of]	325	(pitavastatin,nf-kappab)	53	1.0
[nsubj, inhibits, dobj, activation, amod]	1046	(pitavastatin,nf-kappab)	53	1.0
[prep_of, effect, dobj, examined, prep_on]	1110	(pitavastatin,nf-kappab)	53	1.0
[nsubj, inhibited, dobj, activation, prep_of]	1139	(pitavastatin,nf-kappab)	53	1.0
[nsubj, reduced, dobj, activity, prep_of]	1167	(pitavastatin,nf-kappab)	53	1.0
[prep_on, activation, amod]	1173	(pitavastatin,nf-kappab)	53	1.0
[appos, blocker, nn]	221	(glibenclamide,cftr)	54	1.0
[amod, inhibition, prep_of]	248	(glibenclamide,cftr)	54	1.0
[appos, blocker, prep_of]	508	(glibenclamide,cftr)	54	1.0
[nsubj, inhibits, dobj]	576	(glibenclamide,cftr)	54	1.0
[appos, inhibitor, amod]	647	(glibenclamide,cftr)	54	1.0
[nsubj, blocks, dobj]	894	(glibenclamide,cftr)	54	1.0
[partmod, followed, agent]	964	(genistein,ifn-gamma)	55	1.0
[nsubj, regulates, dobj, activity, amod]	440	(atra,mef2c)	56	1.0
[nsubj, increases, dobj, levels, amod]	1131	(cyclosporine,statin)	57	1.0
[nsubj, increased, dobj, activity, amod]	288	(genistein,aromatase)	58	1.0
[nsubj, inhibit, dobj]	298	(genistein,aromatase)	58	1.0
[nsubj, stimulated, dobj, activity, amod]	626	(genistein,aromatase)	58	1.0
[nsubj, increase, dobj, activity, amod]	930	(genistein,aromatase)	58	1.0
[prep_such_as, inhibitors, nn]	49	(vardenafil,pde5)	59	1.0
[nsubj, inhibited, prep_by]	277	(vardenafil,pde5)	59	1.0
[appos, inhibitor, nn]	333	(vardenafil,pde5)	59	1.0
[amod, inhibitor, appos]	464	(vardenafil,pde5)	59	1.0
[dep, inhibitors, nn]	587	(vardenafil,pde5)	59	1.0
[nsubj, inhibitor, nn]	599	(vardenafil,pde5)	59	1.0
[amod, inhibitors, num]	603	(vardenafil,pde5)	59	1.0
[appos, inhibitor, amod]	647	(vardenafil,pde5)	59	1.0
[dep, inhibitors, num]	666	(vardenafil,pde5)	59	1.0
[amod, inhibitors, amod]	818	(vardenafil,pde5)	59	1.0
[nsubj, inhibitor, appos]	928	(vardenafil,pde5)	59	1.0
[dep, inhibitors, amod]	1149	(vardenafil,pde5)	59	1.0
[nsubj, inhibitors, nn]	1218	(vardenafil,pde5)	59	1.0
[appos, inhibitor, appos]	1225	(vardenafil,pde5)	59	1.0
[nsubj, has, dobj, affinity, prep_for]	1227	(vardenafil,pde5)	59	1.0
[amod, expression, nn]	572	(lansoprazole,ho-1)	60	1.0
[agent, induced, partmod, expression, nn]	595	(lansoprazole,ho-1)	60	1.0
[nsubj, increased, dobj, levels, nn]	834	(lansoprazole,ho-1)	60	1.0
[prep_by, expression, nn]	1030	(lansoprazole,ho-1)	60	1.0
[prep_than, potent, nsubj]	0	(noradrenaline,endothelin-1)	61	1.0
[nsubj, increased, dobj, activity, amod]	288	(il-2,nf-kappab)	62	1.0
[nn, gene, appos]	371	(il-2,nf-kappab)	62	1.0
[nsubj, activate, dobj]	1063	(il-2,nf-kappab)	62	1.0
[prep_on, activity, nn]	813	(arsenite,parp)	63	1.0
[appos, agonist, nn]	1072	(flutamide,lhrh)	64	1.0
[nn, sulfate, appos]	397	(d-amphetamine,amph)	65	1.0
[amod, sulfate, appos]	467	(d-amphetamine,amph)	65	1.0
[amod, treatment, appos]	736	(d-amphetamine,amph)	65	1.0
[prep_of, concentrations, appos]	1121	(d-amphetamine,amph)	65	1.0
[amod, administration, appos]	1148	(d-amphetamine,amph)	65	1.0
[nsubj, substrates, prep_of]	105	(lovastatin,cyp3a4)	66	1.0
[nsubjpass, metabolized, agent]	447	(lovastatin,cyp3a4)	66	1.0
[nsubj, inhibited, dobj, activity, amod]	611	(lovastatin,cyp3a4)	66	1.0
[prep_of, toxicities, appos]	905	(topotecan,dlts)	67	1.0
[agent, affected, nsubjpass]	189	(suramin,vegf)	68	1.0
[prep_to, catalyzes, nsubj]	144	(hydroquinone,dt-diaphorase)	69	1.0
[nsubj, inhibits, dobj, activity, amod]	4	(dexamethasone,lactase)	70	1.0
[amod, activities, nn]	553	(dexamethasone,lactase)	70	1.0
[prep_on, expression, amod]	537	(tamoxifen,heparanase)	71	1.0
[nn, resistance, prep_in]	172	(tamoxifen,her-2)	72	1.0
[nsubj, substrate, prep_for]	45	(risperidone,cyp2d6)	73	1.0
[nsubjpass, metabolized, agent]	447	(risperidone,cyp2d6)	73	1.0
[prep_of, metabolism, prep_in, involved, nsubjpass]	689	(risperidone,cyp2d6)	73	1.0
[agent, reduced, nsubjpass]	836	(staurosporine,hsp27)	74	1.0
[nsubj, increased, dobj]	138	(atorvastatin,pcsk9)	75	1.0
[nsubj, increases, dobj, levels, amod]	1131	(atorvastatin,pcsk9)	75	1.0
[prep_of, effects, dobj, investigated, prepc_on]	1083	(promethazine,herg)	76	1.0
[dobj, received, nsubj, patients, prep_with]	93	(sildenafil,copd)	77	1.0
[amod, disease, appos]	617	(sildenafil,copd)	77	1.0
[nsubj, inhibited, dobj, expression, prep_of]	695	(rituximab,bcl-2)	78	1.0
[nsubj, reduced, dobj]	103	(lovastatin,p21ras)	79	1.0
[nsubj, blocked, prep_to]	1093	(lovastatin,p21ras)	79	1.0
[nsubj, increased, dobj, expression, amod]	198	(fenofibrate,ldlr)	80	1.0
[prep_by, expression, amod]	461	(fenofibrate,ldlr)	80	1.0
[prep_of, effects, dobj, investigated, prep_on, expression, nn]	489	(fenofibrate,ldlr)	80	1.0
[nsubj, increased, dobj, expression, nn]	944	(fenofibrate,ldlr)	80	1.0
[partmod, induced, dobj, expression, amod]	1076	(fenofibrate,ldlr)	80	1.0
[prep_on, expression, nn]	1097	(fenofibrate,ldlr)	80	1.0
[amod, alpha, dep]	625	(pge2,pga1)	81	1.0
[appos, alpha, nn]	971	(pge2,pga1)	81	1.0
[prep_on, levels, nn]	133	(melatonin,gnrh)	82	1.0
[nsubj, stimulated, dobj, release, amod]	187	(melatonin,gnrh)	82	1.0
[nn, hormone, appos]	273	(melatonin,gnrh)	82	1.0
[prep_by, expression, amod]	461	(melatonin,gnrh)	82	1.0
[nsubj, reduced, prep_to]	1155	(melatonin,gnrh)	82	1.0
[nsubj, inhibit, dobj]	298	(cimetidine,cyp3a)	83	1.0
[xsubj, inhibit, dobj, activity, amod]	354	(cimetidine,cyp3a)	83	1.0
[nsubj, inhibitor, prep_of]	434	(cimetidine,cyp3a)	83	1.0
[nsubj, inhibits, dobj, expression, amod]	81	(5-asa,inos)	84	1.0
[prep_on, secretion, nn]	477	(rabeprazole,mucin)	85	1.0
[nsubj, suppressed, dobj, expression, nn]	604	(dexamethasone,icam-1)	86	1.0
[prep_of, effect, dobj, investigated, prep_on, expression, nn]	677	(dexamethasone,icam-1)	86	1.0
[nsubj, inhibited, dobj, expression, prep_of]	695	(dexamethasone,icam-1)	86	1.0
[nsubj, had, dobj, effect, prep_on, expression, nn]	931	(dexamethasone,icam-1)	86	1.0
[prep_on, expression, nn]	1097	(dexamethasone,icam-1)	86	1.0
[nsubj, influence, dobj, expression, nn]	1136	(dexamethasone,icam-1)	86	1.0
[nsubj, inhibit, dobj, expression, nn]	1175	(dexamethasone,icam-1)	86	1.0
[appos, agonist, amod]	724	(clenbuterol,beta2)	87	1.0
[nsubj, induces, dobj, expression, amod]	578	(rosiglitazone,pepck)	88	1.0
[nsubj, increased, prep_in, mice, amod]	184	(oltipraz,nrf2)	89	1.0
[prep_by, activation, amod]	781	(oltipraz,nrf2)	89	1.0
[appos, activator, prep_of]	923	(oltipraz,nrf2)	89	1.0
[appos, blocker, amod]	126	(doxazosin,alpha1)	90	1.0
[appos, antagonist, amod]	201	(doxazosin,alpha1)	90	1.0
[prep_with, expression, nn]	654	(cyclosporin,cox-2)	91	1.0
[nsubj, induce, dobj, expression, amod]	1029	(ddavp,p-selectin)	92	1.0
[prep_by, activation, nn]	19	(troglitazone,ppargamma)	93	1.0
[prep_such_as, ligands, nn]	23	(troglitazone,ppargamma)	93	1.0
[amod, activity, nn]	216	(troglitazone,ppargamma)	93	1.0
[amod, agonists, appos]	228	(troglitazone,ppargamma)	93	1.0
[prep_such_as, agonists, nn]	336	(troglitazone,ppargamma)	93	1.0
[appos, ligand, prep_for]	366	(troglitazone,ppargamma)	93	1.0
[nsubj, induces, dobj, expression, prep_of]	403	(troglitazone,ppargamma)	93	1.0
[dep, agonists, nn]	406	(troglitazone,ppargamma)	93	1.0
[prep_of, effect, nsubjpass, mediated, agent]	557	(troglitazone,ppargamma)	93	1.0
[amod, activators, nn]	627	(troglitazone,ppargamma)	93	1.0
[appos, agonists, nn]	651	(troglitazone,ppargamma)	93	1.0
[appos, activator, nn]	653	(troglitazone,ppargamma)	93	1.0
[nsubj, agonist, nn]	658	(troglitazone,ppargamma)	93	1.0
